
4.807315763366764,189792.617335488,4.824017922649836,186680.6937488177,163.60528357706167,Mag
4.952617943476452,396065.2213684168,5.048300560395991,406327.1018007106,178.90946374859462,Cap
4.866888709124934,399999.3067623415,4.9537395450282435,410404.5959909142,173.67201714013933,Cap
4.833468665409715,401273.0628021668,4.918397357167817,410782.74918421137,162.16720081375496,Cap
4.8649140577080905,421499.9864749563,4.816010796509047,420118.0503748162,158.96480933053843,Cap
4.706295825292158,421199.57917800074,4.664211276713985,417665.35238314286,152.89027403313753,Cap
4.435742962707547,425928.8220577185,4.39783813090864,424056.35423375346,149.65251970637064,Cap
4.001782715312547,406641.406161336,4.094002109731232,418618.16759406857,144.68513499155492,Cap
3.9435254696672777,424209.1165771584,3.9556763751433257,424776.3421338116,141.42656978723437,Cap
3.7605063813140562,429606.8979623002,3.7200847928929237,421454.67743333697,138.29562839319465,Cap
3.8167687402469963,428325.5583392226,3.76829835838827,422170.0660674071,135.58113177187408,Cap
2.6087567364601236,436515.8586542567,2.607890169476622,418426.35715076886,120.98258289912593,Cap
5.779115958420172,415141.3722400309,5.768210986747958,416794.4803882769,205.39988842232802,Cap
4.758197798383667,196233.34501286363,4.721755338008711,193324.66393137613,176.97020705274514,Mag
4.797954746071198,198071.00105346754,4.77607773134167,194972.1983566249,161.35571695366482,Mag
4.6112473454304315,187513.57205609404,4.604570010200221,184256.9640566483,157.40608584975794,Mag
4.435013799727226,186471.2721359119,4.411750200332299,182523.10775766618,150.71812946687237,Mag
4.046301119516371,174587.0435002659,4.071101879565923,172741.5977970832,145.68871248411642,Mag
3.8881727197791056,195093.9875094913,3.875342846526354,192091.31585944688,143.3659220469323,Mag
3.4845334180365786,193657.29426921456,3.5647602050658382,194969.34078654824,139.53314933431892,Mag
3.7148258385253135,185929.17746624674,3.7186276004421797,183150.48873443226,136.92646506481367,Mag
3.5114535251565058,184422.60129977838,3.5378330345037314,183469.14073998845,134.40482001690424,Mag
2.591841061039795,177581.52783402454,2.6027784417894972,174973.32398940928,126.26086989057023,Mag
2.4457079846559595,172921.31271828656,2.477336399043041,171736.69103309556,123.1955281981163,Mag
6.096579254211587,171041.88378389546,6.180068191148389,172049.7979653157,208.04698689333725,Mag
5.661680047643762,192943.7132718194,5.717906439003442,193330.6402128133,199.39897089123892,Mag
